OF_ID,createTime,updateTime,finishTime,Location_ST,Location_City,Location_State,Location_StateFIPS,Location_Zip,x,y,marketname,Market_Website,Market_Facebook,Market_Twitter,season1_date,season1_time,season1_notes,season1_products,season2_date,season2_time,season2_notes,season2_products,season3_date,season3_time,season3_notes,season3_products,season4_date,season4_time,season4_notes,season4_products,Product_1,Product_2,Product_3,Product_4,Product_5,Product_6,Product_7,Product_8,Product_9,Product_10,Product_11,Product_12,Product_13,Product_14,Product_15,Product_16,Product_17,Product_18,Product_19,Product_20,Product_21,Product_22,Product_23,Product_24,Product_25,Product_26,Product_27,Product_28,ActivityList,Activity_1,Activity_2,Activity_3,Activity_4,Activity_5,Activity_6,Activity_7,Activity_8,Activity_9,Activity_10,Activity_11,FacilitiesList,Facilities_1,Facilities_2,Facilities_3,Facilities_4,Facilities_5,Payment_2,Payment_3,Payment_4,Payment_1
4000145,,2014-07-28 18:57:40,2014-07-28 18:57:40,8335 240th Street,O'Brien,Florida,12,32071,-82.9173849,30.0142258,The Back Acres Farm,http://thebackacresfarm.com,https://www.facebook.com/thebackacresfarm,,01/01/2014 to 12/31/2014,,by appointment only at this time,Baked goods; Canned or preserved food; Crafts and/or woodworking items; Eggs; Fresh fruits; Fresh vegetables; Poultry products; Soap;,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Hand washing station(s); ,1,0,0,0,0,1,1,1,0
4012413,,2014-07-27 16:52:14,2014-07-27 16:52:14,8171 W 300 N,Etna Green ,Indiana,18,46524,-86.0018429,41.2730940,The Berry Patch,,https://www.facebook.com/pages/The-Berry-Patch/260825307322692,,06/08/2014 to 08/15/2014,Mon: 7:00 AM - 7:00 PM;Tue: 7:00 AM - 7:00 PM;Wed: 7:00 AM - 7:00 PM;Thu: 7:00 AM - 7:00 PM;Fri: 7:00 AM - 7:00 PM;Sat: 7:00 AM - 6:00 PM;,Please call for opening date and closing date.,Fresh fruits;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Flush toilets; ,0,1,0,0,0,1,1,0,0
4017289,2014-08-25 16:53:23,2014-08-26 14:55:09,2014-08-26 14:55:09,3035 Peavine Hollow Rd,Crozet,Virginia,51,22932,-78.605054,38.180684,The Berrypatch,,,,,Mon: 8:00 AM - 1:00 PM;Tue: 5:00 PM - 9:00 PM;Wed: 8:00 AM - 1:00 PM;Thu: 5:00 PM - 9:00 PM;Fri: 8:00 AM - 1:00 PM;Sat: 8:00 AM - 4:00 PM;,"Our season is generally the month of June, but can vary with weather.  Call 434-963-0659 for open dates",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Picnic areas without tables; ,0,0,1,0,0,1,1,0,0
4017428,2014-09-11 12:07:09,2014-09-11 12:15:10,2014-09-11 12:15:10,16147 US HWY 27 N,Marshall,Michigan,26,49068,-84.964657,42.307229,The Blue Barn,http://www.thebluebarninmarshall.com/,,,01/01/2014 to 12/31/2014,,Please call ahead to schedule a visit.,Eggs; Fresh vegetables; Honey; Soap;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017790,2016-06-28 13:48:17,2016-06-28 13:55:58,2016-06-28 13:55:58,19410 State Route O,Rolla,Missouri,29,65401,-91.743907,37.815275,"The Blue Hill Company, LLC",www.thebluehillco.com,https://www.facebook.com/TheBlueHillCo/,,04/02/2016 to 12/17/2016,Sat: 10:00 AM - 2:00 PM;,"We are open Saturdays except for major Holiday Weekends, (Memorial Day, July 4th, and Labor Day)",Baked goods; Canned or preserved food; Coffee and/or tea; Honey; Nuts; Soap; Other Missouri Made Products;,,,,,,,,,,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Celebrations/ corporate events; Educational tours/ classes; Family/ youth activities;  Pick Your Own/U-Pick operation; Tours of manufacturing facilities; ,1,1,0,1,1,1,0,0,0,0,0,Hand washing station(s); Flush toilets; Picnic areas with tables; ,1,1,0,1,0,1,1,1,0
4012551,,2014-10-02 18:22:03,2014-10-02 18:22:03,0540 County Road 5,Corunna,Indiana,18,46730,-85.170414,41.510023,The Blueberry Patch,,,,07/04/2014 to 08/30/2014,Mon: 6:00 AM - 8:30 PM;Tue: 6:00 AM - 8:30 PM;Fri: 6:00 AM - 8:30 PM;Sat: 6:00 AM - 8:30 PM;,"We are open:  Monday, Tuesday, Friday and Saturday only, from sunrise to 1 pm, closed from 1 pm to 4pm, then open again from 4 pm to 8:30 pm.",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017161,2014-08-06 10:34:00,2014-08-06 11:01:39,2014-08-06 11:01:39,38802 Ave 12,Bonadelle Ranchos-Madera Ranchos ,California,06,93636,-119.844638,36.921673,The Branch & Vine,Thebranchandvine.com,https://www.facebook.com/branchandvine,,01/01/2014 to 12/31/2014,Tue: 10:00 AM - 7:00 PM;Wed: 10:00 AM - 7:00 PM;Thu: 10:00 AM - 7:00 PM;Fri: 10:00 AM - 7:00 PM;Sat: 10:00 AM - 6:00 PM;Sun: 10:00 AM - 5:00 PM;,,Canned or preserved food; Coffee and/or tea; Crafts and/or woodworking items; Cut flowers; Herbs; Fresh fruits; Fresh vegetables; Honey; Nursery stock; Nuts;,,,,,,,,,,,,,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Hay rides; ,0,0,0,0,0,0,0,1,0,0,0,Picnic areas with tables; ,0,0,0,1,0,1,0,1,0
4001609,,2014-07-27 00:23:29,2014-07-27 00:23:29,10 South Main Street,Travelers Rest,South Carolina,45,29690,-82.443133,34.967438,The Carolina Honey Bee Company - Carolina Bee Supply LLC,https://www.carolinahoneybeecompany.com,https://www.facebook.com/CarolinaHoneyBeeCompany,https://twitter.com/CarolinaBeeCo,,Tue: 10:00 AM - 6:00 PM;Wed: 10:00 AM - 6:00 PM;Thu: 10:00 AM - 6:00 PM;Fri: 10:00 AM - 6:00 PM;Sat: 10:00 AM - 6:00 PM;,,Honey;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Family/ youth activities;  ,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0
4000143,,2014-08-13 07:39:50,2014-08-13 07:39:50,1704 S. Weimer Rd.,Bloomington,Indiana,18,47403,-86.5654450,39.1471130,The Chile Woman,www.thechilewoman.com,https://www.facebook.com/TheChileWoman,https://www.twitter.com/TheChileWoman,,,,Bedding plants; Canned or preserved food; Fresh vegetables;,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; ,0,1,0,0,0,0,0,0,0,0,0,Hand washing station(s); Flush toilets; Picnic areas with tables; ,1,1,0,1,0,1,1,1,0
4012655,,2014-08-28 23:03:26,2014-08-28 23:03:26,3091 Riverside Road,Benton Harbor,Michigan,26,49022,-86.397710,42.167229,The Extraordinary Berry,Theextraordinaryberry.com,https://www.facebook.com/pages/The-Extraordinary-Berry/228277483856012,,06/23/2014 to 10/06/2014,Mon: 9:00 AM - 6:00 PM;Tue: 9:00 AM - 6:00 PM;Wed: 9:00 AM - 6:00 PM;Thu: 9:00 AM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;Sun: 9:00 AM - 6:00 PM;,,Canned or preserved food; Fresh fruits; Fresh vegetables; Honey;,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Family/ youth activities;  Pick Your Own/U-Pick operation; ,0,1,0,1,1,0,0,0,0,0,0,Hand washing station(s); Picnic areas with tables; ,1,0,0,1,0,1,1,0,0
4000135,,2014-07-27 08:27:45,2014-07-27 08:27:45,9050 Corkscrew Road,Estero,Florida,12,33928,-81.8041580,26.4303040,The Farm,thefarm-estero .com,https://www.facebook.com/TheFarmEstero,,11/08/2014 to 05/17/2015,Mon: 7:00 AM - 5:30 PM;Tue: 7:00 AM - 5:30 PM;Wed: 7:00 AM - 5:30 PM;Thu: 7:00 AM - 5:30 PM;Fri: 7:00 AM - 5:30 PM;Sat: 8:00 AM - 5:30 PM;Sun: 8:00 AM - 4:00 PM;,,Baked goods; Canned or preserved food; Cut flowers; Fresh fruits; Fresh vegetables; Honey; Juices; Soap;,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Celebrations/ corporate events; Educational tours/ classes; Pick Your Own/U-Pick operation; Petting zoo; ,1,1,0,0,1,0,0,0,0,1,0,Hand washing station(s); Picnic areas with tables; ,1,0,0,1,0,1,0,1,0
4016502,,2014-08-25 19:12:02,,2100 Ruffin Mill Road,Colonial Heights ,Virginia,51,23834,-77.390184,37.309449,The Farm at Boulevard Flower Gardens,www.boulevardflowergardens.com,www.facebook.com/blvd.flower.gardens,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
4003066,,2014-08-13 20:30:28,2014-08-13 20:30:28,Luce Hill,Mansfield,Vermont,50,5672,-72.641413,44.6058024,The Farm at Morrison Corner,http://www.WoolAndFeathers.com,,https://www.twitter.com/Outlander_Adv,01/01/2014 to 12/31/2014,,"Visitors must call in advance to arrange a visit, we do what we can to accommodate, but we do work off farm.",Crafts and/or woodworking items; Pet food;,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,1,0
4000443,,2014-07-26 18:49:42,2014-07-26 18:49:42,663 Doyle Road,Washington,Vermont,50,05675,-72.454976,44.040666,The Farm of Milk and Honey,www.farmofmilkandhoney.com,https://www.facebook.com/pages/The-Farm-of-Milk-and-Honey/472558206183989,,01/01/2014 to 12/31/2014,Mon: 7:00 AM - 7:00 PM;Tue: 7:00 AM - 7:00 PM;Wed: 7:00 AM - 7:00 PM;Thu: 7:00 AM - 7:00 PM;Fri: 7:00 AM - 7:00 PM;Sat: 7:00 AM - 7:00 PM;Sun: 7:00 AM - 7:00 PM;,,Dairy products; Honey;,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; ,0,1,0,0,0,0,0,0,0,0,0,Hand washing station(s); Picnic areas without tables; ,1,0,1,0,0,1,1,0,0
4017308,2014-08-26 13:09:36,2014-08-26 13:18:20,2014-08-26 13:18:20,1655 Flamingo Road,Davie,Florida,12,33325,-80.3151580,26.0989820,The Farmers Market at Flamingo Road Nursery,www.flamingoroadnursery.com,https://www.facebook.com/FlamingoRoadNursery,,01/01/2014 to 12/31/2014,Mon: 8:00 AM - 6:00 PM;Tue: 8:00 AM - 6:00 PM;Wed: 8:00 AM - 6:00 PM;Thu: 8:00 AM - 6:00 PM;Fri: 8:00 AM - 6:00 PM;Sat: 8:00 AM - 6:00 PM;Sun: 8:00 AM - 6:00 PM;,We are closed Thanksgiving and Christmas Day,Baked goods; Bedding plants; Canned or preserved food; Coffee and/or tea; Cut flowers; Fish and/or seafood; Herbs; Fresh fruits; Fresh vegetables; Grains and/or flour; Honey; Juices; Maple products; Mushrooms; Nursery stock; Nuts; Prepared foods;,,,,,,,,,,,,,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,"Celebrations/ corporate events; Educational tours/ classes; Farm meals (lunches, dinners, etc.); Family/ youth activities;  Hay rides; ",1,1,1,1,0,0,0,1,0,0,0,Hand washing station(s); Flush toilets; Picnic areas with tables; ,1,1,0,1,0,1,0,1,0
4017694,2015-05-20 08:38:37,2016-02-21 08:28:21,2016-02-21 08:28:21,4166 Millside Road,Laurel Hill ,Florida,12,32567,-86.455150,30.929088,The Flyin D Ranch,TheFlyinDRanch.com,,,01/01/2016 to 12/31/2016,Mon: 7:00 AM - 7:00 PM;Tue: 7:00 AM - 7:00 PM;Wed: 7:00 AM - 7:00 PM;Thu: 7:00 AM - 7:00 PM;Fri: 7:00 AM - 7:00 PM;Sat: 7:00 AM - 7:00 PM;Sun: 7:00 AM - 7:00 PM;,you can choose your grass fed steer or pasture pigs anytime throughout the year,"Eggs; Grass fed cattle, thornless Blackberries (Natchez, Osage and Ouachita), pasture eggs and pasture raised pigs;",,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017304,2014-08-26 09:48:22,2014-08-26 09:54:15,2014-08-26 09:54:15,W2493 Cty Rd ES,East Troy,Wisconsin,55,53120,-88.4248929,42.7825894,The Gardens @ Michael Fields,www.michaelfields.org,www.facebook.com/MichaelFieldsAgriculturalInstitute,twitter.com/MichaelFieldsAg,05/01/2014 to 11/21/2014,,Our store is open 24/7 and is on the honor system for payment.,Cut flowers; Eggs; Herbs; Fresh fruits; Fresh vegetables;,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Pick Your Own/U-Pick operation; ,0,1,0,0,1,0,0,0,0,0,0,Hand washing station(s); Flush toilets; Picnic areas with tables; ,1,1,0,1,0,1,1,0,1
4017820,2016-09-14 12:16:40,2016-09-14 12:23:27,2016-09-14 12:23:27,w383n9009 mill st,Oconomowoc ,Wisconsin,55,53066,-88.5051080,43.1831070,The Garlic Underground,http:/www.thegarlicunderground.com,https://www.facebook.com/garlicug,,08/15/2016 to 10/22/2016,Mon: 8:00 AM - 4:00 PM;Tue: 8:00 AM - 4:00 PM;Wed: 8:00 AM - 4:00 PM;Thu: 8:00 AM - 4:00 PM;Fri: 8:00 AM - 4:00 PM;Sat: 8:00 AM - 12:00 PM;,,Garlic;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0
4016730,,2014-08-13 19:58:50,2014-08-13 19:58:50,4799 Fisher Road,Athens,Ohio,39,45701,-82.143053,39.268587,The Gold Family Farm,,https://www.facebook.com/pages/The-Gold-Family-Farm/210127155664647,,06/01/2014 to 10/31/2014,,"Open anytime, everyday",Fresh vegetables;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pick Your Own/U-Pick operation; Hay rides;  Other: Gold Family Farm Flea Market, Crafts and Swap Meet the 3rd weekend in October with pick your own pumpkins and hayrides;",0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,1,1,1,1,0
4017373,2014-09-02 13:02:22,2014-09-02 13:09:03,2014-09-02 13:09:03,2625 HWY 1 SW,Iowa City,Iowa,19,52240,-91.673626,41.600381,The Golden Egg,,https://www.facebook.com/pages/The-Golden-Egg/212499635466241?ref=hl,,01/01/2014 to 12/31/2014,Mon: 8:00 AM - 8:00 PM;Tue: 8:00 AM - 8:00 PM;Wed: 8:00 AM - 8:00 PM;Thu: 8:00 AM - 8:00 PM;Fri: 8:00 AM - 8:00 PM;Sat: 8:00 AM - 5:00 PM;,Please contact business to confirm availability.,Eggs;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017591,2015-01-16 10:25:30,2015-01-16 10:31:13,2015-01-16 10:31:13,1800 Scituate Ave,Hope,Rhode Island,44,02831,-71.535465,41.771510,The Good Earth Organic Farm,http://www.goodearthri.com/,https://www.facebook.com/GoodEarthRI,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Family/ youth activities;  ,0,1,0,1,0,0,0,0,0,0,0,Hand washing station(s); Flush toilets; Picnic areas without tables; Picnic areas with tables; ,1,1,1,1,0,1,1,1,1
4004327,,2014-10-13 22:09:45,2014-10-13 22:09:45,510 Gap Hill Rd. - No Mail Receptacle,Six Mile,South Carolina,45,29682,-82.869578,34.839952,The Happy Berry,www.thehappyberry.com,,,06/01/2014 to 10/31/2014,Mon: 8:00 AM - 9:00 PM;Tue: 8:00 AM - 9:00 PM;Wed: 8:00 AM - 9:00 PM;Thu: 8:00 AM - 9:00 PM;Fri: 8:00 AM - 9:00 PM;Sat: 8:00 AM - 6:00 PM;Sun: 12:00 PM - 9:00 PM;,Bring-your-own-buckey,Fresh fruits;,01/01/2014 to 04/10/2014,Sat: 11:00 AM - 3:00 PM;,We are open 7days a week by appointment otherwise...call 864 350 9345 to arrange,Cut flowers; Nursery stock;,01/01/2014 to 12/31/2014,,Tours and consultation all other times by appointment...call 864 350 9345,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Pick Your Own/U-Pick operation; ,0,1,0,0,1,0,0,0,0,0,0,Hand washing station(s); Picnic areas with tables; ,1,0,0,1,0,1,1,1,0
4000131,,2014-07-26 18:18:40,2014-07-26 18:18:40,442 CR 233,Hallettsville,Texas,48,77964,-96.9271524,29.5629932,The Herb Cottage,http://theherbcottage.com,https://www.facebook.com/theherbcottage,https://twitter.com/herbiecott,01/01/2014 to 12/31/2014,,I do not keep regular hours. I'm open when I'm there.,Bedding plants; Nursery stock;,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Educational tours/ classes; ,0,1,0,0,0,0,0,0,0,0,0,Hand washing station(s); Flush toilets; ,1,1,0,0,0,1,1,1,0
4017352,2014-08-29 12:59:02,2014-08-29 13:36:52,2014-08-29 13:36:52,1 East Washington ST,Middleburg ,Virginia,51,20117,-77.7354222,38.9690132,The Home Farm Store sells Ayrshire Farm products and products from neighboring Virginia farms,www.AyrshireFarm.com,www.facebook.com/ayrshirefarmshires,,,Mon: 10:00 AM - 6:00 PM;Tue: 10:00 AM - 6:00 PM;Wed: 10:00 AM - 6:00 PM;Thu: 10:00 AM - 6:00 PM;Fri: 10:00 AM - 7:00 PM;Sat: 10:00 AM - 6:00 PM;Sun: 10:00 AM - 6:00 PM;,"We are closed for 4 holidays: Thanksgiving Day, Christmas Day, New Year's Day & Easter Sunday",Baked goods; Bedding plants; Canned or preserved food; Cut flowers; Dairy products; Eggs; Herbs; Fresh vegetables; Honey; Maple products; Mushrooms; Nuts; Pet food; Poultry products; Prepared foods; Non-poultry meat; Soap; Tofu; Wine;,,,,,,,,,,,,,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,Educational tours/ classes; ,0,1,0,0,0,0,0,0,0,0,0,Flush toilets; Picnic areas without tables; Picnic areas with tables; ,0,1,1,1,0,1,1,1,0
4015775,,2014-08-07 14:21:37,2014-08-07 14:21:37,8603 Van Wyck Road,Lancaster,South Carolina,45,29720,-80.8608850,34.8909080,The Ivy Place LLC,www.ivyplaceevents.com,www.facebook.com/theivyplace,www.twitter.com/theivyplace,04/07/2014 to 07/01/2014,Mon: 10:00 AM - 6:00 PM;Tue: 10:00 AM - 6:00 PM;Wed: 10:00 AM - 6:00 PM;Thu: 10:00 AM - 6:00 PM;Fri: 10:00 AM - 6:00 PM;Sat: 10:00 AM - 6:00 PM;,Closed Sundays,Cut flowers; Fresh fruits;,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Celebrations/ corporate events; Pick Your Own/U-Pick operation; ,1,0,0,0,1,0,0,0,0,0,0,Hand washing station(s); Flush toilets; Picnic areas without tables; ,1,1,1,0,0,1,1,1,0
4017567,2014-12-03 11:06:07,2014-12-03 11:14:33,2014-12-03 11:14:33,2246 Tyler Bridge Rd.,Bristol,Vermont,50,05443,-73.098989,44.266250,The Last Resort Farm,www.lastresortfarm.com,last resort farm,,01/01/2014 to 12/31/2014,,open self-serve 24/7,Canned or preserved food; Dry beans; Eggs; Fresh fruits; Fresh vegetables;,,,,,,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Pick Your Own/U-Pick operation; ,0,1,0,0,1,0,0,0,0,0,0,Hand washing station(s); Picnic areas with tables; ,1,0,0,1,0,1,1,0,0
4017524,2014-10-18 11:25:17,2015-03-19 14:13:52,2015-03-19 14:13:52,35796 State Highway 10,Hamden,New York,36,13782,-74.994065,42.191338,The Lucky Dog Farm Store and Cafe,http://www.luckydogorganic.com/,https://www.facebook.com/Lucky.Dog.Farm.And.Store?ref=bookmarks,,01/01/2015 to 05/30/2015,Tue: 10:00 AM - 5:00 PM;Wed: 10:00 AM - 5:00 PM;Thu: 10:00 AM - 5:00 PM;Fri: 10:00 AM - 5:00 PM;Sat: 8:30 AM - 5:00 PM;Sun: 11:00 AM - 4:00 PM;,"Closed New Year's Day, Easter Sunday, Thanksgiving Day and Christmas Day.","Baked goods; Canned or preserved food; Coffee and/or tea; Crafts and/or woodworking items; Dairy products; Dry beans; Eggs; Fish and/or seafood; Herbs; Fresh fruits; Fresh vegetables; Grains and/or flour; Honey; Juices; Maple products; Mushrooms; Nuts; Pet food; Poultry products; Prepared foods; Non-poultry meat; Soap; Tofu; Wild harvested forest products; Wine; Antiques, vintage clothing, home items, cleaning products.;",05/31/2015 to 09/07/2015,Mon: 10:00 AM - 6:00 PM;Tue: 10:00 AM - 6:00 PM;Wed: 10:00 AM - 6:00 PM;Thu: 10:00 AM - 6:00 PM;Fri: 10:00 AM - 6:00 PM;Sat: 8:30 AM - 6:00 PM;Sun: 10:00 AM - 4:00 PM;,"Closed New Year's Day, Easter Sunday, Thanksgiving Day and Christmas Day.","Baked goods; Canned or preserved food; Coffee and/or tea; Crafts and/or woodworking items; Dairy products; Dry beans; Eggs; Fish and/or seafood; Herbs; Fresh fruits; Fresh vegetables; Grains and/or flour; Honey; Juices; Maple products; Mushrooms; Nuts; Pet food; Poultry products; Prepared foods; Non-poultry meat; Soap; Tofu; Wild harvested forest products; Wine; Antiques, vintage clothing, home items, cleaning products.;",09/08/2015 to 01/31/2016,Tue: 10:00 AM - 6:00 PM;Wed: 10:00 AM - 6:00 PM;Thu: 10:00 AM - 6:00 PM;Fri: 10:00 AM - 6:00 PM;Sat: 8:30 AM - 6:00 PM;Sun: 11:00 AM - 4:00 PM;,"Closed New Year's Day, Easter Sunday, Thanksgiving Day and Christmas Day.","Baked goods; Canned or preserved food; Coffee and/or tea; Crafts and/or woodworking items; Dairy products; Dry beans; Eggs; Fish and/or seafood; Herbs; Fresh fruits; Fresh vegetables; Grains and/or flour; Honey; Juices; Maple products; Mushrooms; Nuts; Pet food; Poultry products; Prepared foods; Non-poultry meat; Soap; Tofu; Wild harvested forest products; Wine; Antiques, vintage clothing, home items, cleaning products.;",,,,,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"Celebrations/ corporate events; Educational tours/ classes; Farm meals (lunches, dinners, etc.); Family/ youth activities;  ",1,1,1,1,0,0,0,0,0,0,0,Hand washing station(s); Flush toilets; Picnic areas without tables; Picnic areas with tables; ,1,1,1,1,0,1,1,1,1
4015161,,2014-08-13 11:43:47,2014-08-13 11:43:47,60 Shady Lane,Hallowell,Maine,23,4347,-69.825454,44.287386,The Maine Accent Field Grown Perennial and Cut Flower Farm,www.themaineaccent.com,https://www.facebook.com/pages/The-Maine-Accent/107071032654298,,,,,,05/01/2014 to 07/03/2014,Tue: 10:00 AM - 5:00 PM;Wed: 10:00 AM - 5:00 PM;Thu: 10:00 AM - 5:00 PM;Fri: 10:00 AM - 5:00 PM;Sat: 10:00 AM - 5:00 PM;Sun: 10:00 AM - 5:00 PM;,also open by chance,Bedding plants; Canned or preserved food; Cut flowers; Herbs;,08/01/2014 to 12/20/2014,,we are open by chance or appointment,,,,,,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Celebrations/ corporate events; Pick Your Own/U-Pick operation; ,1,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0
4012645,,2014-07-27 18:31:37,2014-07-27 18:31:37,1065 Aura Rd,Elk Township,New Jersey,34,08343,-75.136814,39.690294,The McCanns Farm,www.themccannsfarm.com,https://www.facebook.com/pages/McCanns-Farm/62790046533?ref=hl,,05/11/2014 to 10/31/2014,Mon: 9:00 AM - 6:00 PM;Tue: 9:00 AM - 6:00 PM;Wed: 9:00 AM - 6:00 PM;Thu: 9:00 AM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;Sun: 12:00 PM - 5:00 PM;,,Fresh fruits; Fresh vegetables; Honey;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Pick Your Own/U-Pick operation; Hay rides; Corn maze; Petting zoo; ,0,1,0,0,1,0,0,1,1,1,0,Picnic areas with tables; ,0,0,0,1,0,1,1,1,1
4003833,,2014-07-23 22:00:00,,329 Underhill Ave,Yorktown Heights,New York,36,10598,-73.780818,41.268860,The Meadows Farm,Meadowsfarmmarket.com,,,05/01/2014,Mon: 9:00 AM - ;Tue: 9:00 AM - ;Wed: 9:00 AM - ;Thu: 9:00 AM - ;Fri: 9:00 AM - ;Sat: 5:00 AM - ;Sun: 6:00 AM - ;,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
